Ticker,Nombre,Precio,Score,Señal,RSI,SMA20,SMA50,SMA200,ATR,ATR Ratio,Volatilidad Anual,Volumen Actual,Volumen Medio (Mes),Volumen Relativo,Soporte,Resistencia,Stop Loss,Take Profit
SRE,Sempra,96.27,2,SELL,71.0,91.08,89.35,84.31,2.04,0.0212,0.2242,4816300,4350409,1.11,93.2,98.4,93.21,98.4
BR,"Broadridge Financial Solutions, Inc.",185.87,2,SELL,47.61,180.88,203.96,229.64,5.61,0.0302,0.2501,1763600,1721690,1.02,177.51,190.11,177.51,190.11
STT,State Street Corporation,128.62,2,SELL,48.68,129.87,129.92,114.63,4.06,0.0316,0.292,3839400,1961057,1.96,123.28,133.98,123.28,133.98
SWK,"Stanley Black & Decker, Inc.",86.49,2,SELL,50.91,87.47,82.23,72.64,3.17,0.0366,0.4633,2024500,2227404,0.91,83.39,91.04,83.39,91.04
SWKS,"Skyworks Solutions, Inc.",59.58,2,SELL,48.9,59.58,60.31,68.15,2.22,0.0372,0.4644,3356300,3881714,0.86,57.49,61.57,57.49,61.57
BKR,Baker Hughes Company,65.26,2,SELL,77.4,60.78,53.85,46.22,1.66,0.0254,0.3633,8773800,8872695,0.99,63.12,66.59,63.12,66.59
DTE,DTE Energy Company,148.24,2,SELL,75.82,140.91,135.31,134.73,2.87,0.0194,0.1699,1666500,1703228,0.98,145.23,149.83,145.23,149.83
UAL,"United Airlines Holdings, Inc.",106.3,2,SELL,44.83,111.32,111.85,97.78,5.82,0.0548,0.5864,9623000,5974438,1.61,101.91,114.15,101.91,114.15
TAK,Takeda Pharmaceutical Company Limited,18.75,2,SELL,72.65,18.2,16.8,15.13,0.26,0.0141,0.2039,2145100,2993500,0.72,18.47,18.93,18.47,18.93
BEN,"Franklin Resources, Inc.",26.54,2,SELL,48.05,27.29,25.79,23.62,0.78,0.0294,0.296,5444800,6647495,0.82,25.92,27.51,25.92,27.51
BAX,Baxter International Inc.,20.37,2,SELL,48.26,20.88,20.15,23.45,0.87,0.0429,0.466,36636400,11470166,3.19,19.7,21.26,19.7,21.26
BALL,Ball Corporation,67.13,2,SELL,71.05,65.37,58.82,53.61,1.38,0.0205,0.2661,2660500,2543542,1.05,65.67,68.15,65.67,68.15
TRV,"The Travelers Companies, Inc.",308.64,2,SELL,70.1,298.52,289.66,275.14,5.73,0.0186,0.215,1868600,1743661,1.07,303.89,311.6,303.89,311.6
TXN,Texas Instruments Incorporated,212.11,2,SELL,49.2,220.41,200.22,188.21,6.59,0.0311,0.4092,8275100,8706109,0.95,205.52,221.44,205.52,221.44
ARE,"Alexandria Real Estate Equities, Inc.",54.04,2,SELL,49.49,54.25,53.19,65.36,1.97,0.0365,0.4104,12587500,2711542,4.64,52.6,55.37,52.6,55.37
DPZ,"Domino's Pizza, Inc.",402.51,2,SELL,53.0,394.02,406.57,431.68,11.81,0.0293,0.2598,808700,1028947,0.79,390.5,416.12,390.5,416.12
CVX,Chevron Corporation,186.76,2,SELL,70.99,181.32,167.0,152.41,3.44,0.0184,0.2507,12024200,11487138,1.05,183.16,188.95,183.16,188.95
LUV,Southwest Airlines Co.,49.26,2,SELL,49.68,51.67,46.04,36.0,1.92,0.0389,0.4758,9144900,11892852,0.77,47.86,51.52,47.86,51.52
FIS,"Fidelity National Information Services, Inc.",50.96,2,SELL,43.81,50.03,58.54,68.07,1.73,0.034,0.3036,6223500,6195966,1.0,48.1,52.48,48.36,52.48
LIN,Linde plc,508.08,2,SELL,72.98,478.57,452.88,453.06,9.47,0.0186,0.1958,3236800,2949895,1.1,497.02,514.9,497.02,514.9
LKQ,LKQ Corporation,33.11,2,SELL,49.06,33.6,32.57,32.81,1.17,0.0353,0.3549,2147800,2369085,0.91,31.95,34.28,31.95,34.28
FOX,Fox Corporation,51.73,2,SELL,33.66,55.41,61.38,55.65,1.72,0.0333,0.3132,2265300,1966814,1.15,49.58,53.06,49.58,53.06
FOXA,Fox Corporation,56.34,2,SELL,32.27,60.97,68.25,61.49,1.97,0.0349,0.3123,4759300,4977342,0.96,53.88,57.95,53.88,57.95
LRCX,Lam Research Corporation,233.89,2,SELL,52.49,234.0,213.87,141.98,11.61,0.0497,0.5188,12982700,11375819,1.14,224.17,250.15,224.17,250.15
OXY,Occidental Petroleum Corporation,53.08,2,SELL,70.99,48.03,44.46,43.52,1.68,0.0317,0.3838,13106500,12908600,1.02,50.82,54.34,50.82,54.34
FISV,"Fiserv, Inc.",62.29,2,SELL,49.65,60.94,64.73,113.24,2.41,0.0386,0.6064,10162300,9849823,1.03,59.08,64.31,59.08,64.31
MCD,McDonald's Corporation,341.06,2,SELL,74.5,327.49,316.75,305.64,5.46,0.016,0.1787,4266200,3663409,1.16,333.59,344.94,333.59,344.94
EMR,Emerson Electric Co.,150.75,2,SELL,51.92,151.26,145.31,134.57,4.97,0.033,0.3252,2904600,4400423,0.66,145.43,154.43,145.43,154.43
MCHP,Microchip Technology Incorporated,74.64,2,SELL,47.01,76.81,72.95,65.87,2.95,0.0395,0.5949,10302500,9866619,1.04,71.58,78.44,71.58,78.44
MCK,McKesson Corporation,987.37,2,SELL,70.01,928.43,865.65,775.21,23.7,0.024,0.2839,1059700,892180,1.19,958.25,1001.93,958.25,1001.93
MCO,Moody's Corporation,477.59,2,SELL,54.15,453.92,493.79,491.38,15.43,0.0323,0.3036,1788400,1883500,0.95,447.95,495.58,454.44,495.58
FE,FirstEnergy Corp.,51.16,2,SELL,76.64,48.6,46.52,43.61,0.88,0.0173,0.1962,4262400,5352742,0.8,50.09,51.79,50.09,51.79
FAST,Fastenal Company,46.04,2,SELL,55.15,46.05,43.68,43.69,1.16,0.0252,0.2643,9925300,8830261,1.12,44.91,46.76,44.91,46.76
MHK,"Mohawk Industries, Inc.",125.27,2,SELL,49.26,128.44,120.4,117.5,4.12,0.0329,0.372,688400,827352,0.83,121.4,128.27,121.4,128.27
ETR,Entergy Corporation,107.11,2,SELL,74.28,101.25,96.32,90.08,2.04,0.019,0.2036,3008300,3005390,1.0,104.95,108.24,104.95,108.24
FTI,TechnipFMC plc,66.31,2,SELL,79.02,61.2,54.0,41.6,2.0,0.0302,0.403,4747200,4353985,1.09,63.36,68.41,63.36,68.41
LAD,"Lithia Motors, Inc.",279.58,2,SELL,28.08,309.34,324.38,320.04,10.8,0.0386,0.3699,338100,368109,0.92,269.75,293.65,269.75,293.65
GLW,Corning Incorporated,150.38,2,SELL,70.68,130.69,106.92,78.26,7.36,0.0489,0.4243,14544800,12810738,1.14,140.15,161.2,140.15,161.2
GM,General Motors Company,78.71,2,SELL,42.49,82.02,82.13,64.34,2.44,0.031,0.368,13348300,8132604,1.64,76.67,81.9,76.67,81.9
HUM,Humana Inc.,190.54,2,SELL,42.41,186.29,230.59,249.07,8.52,0.0447,0.4941,2346200,2548347,0.92,178.54,197.27,178.54,197.27
IBM,International Business Machines Corporation,240.21,2,SELL,35.04,268.48,286.74,277.0,11.21,0.0466,0.3379,6631100,7599166,0.87,222.22,256.69,223.4,256.69
ICE,"Intercontinental Exchange, Inc.",164.13,2,SELL,54.58,160.71,164.29,168.2,4.58,0.0279,0.2175,4346800,4985671,0.87,155.35,169.33,157.26,169.33
INTC,Intel Corporation,45.61,2,SELL,48.98,46.95,44.22,32.35,2.6,0.0571,0.6677,79231400,93273238,0.85,43.54,47.33,43.54,47.33
HLT,Hilton Worldwide Holdings Inc.,311.78,2,SELL,52.78,313.24,301.95,274.44,7.05,0.0226,0.264,2140100,2176766,0.98,304.02,319.5,304.02,319.5
IR,Ingersoll Rand Inc.,94.14,2,SELL,53.17,95.22,88.27,82.73,2.84,0.0301,0.3401,3201000,5440852,0.59,92.14,96.17,92.14,96.17
HD,"The Home Depot, Inc.",380.72,2,SELL,51.49,382.57,370.76,374.18,9.54,0.0251,0.2329,4815500,4136466,1.16,368.75,393.52,368.75,393.52
ISRG,"Intuitive Surgical, Inc.",503.51,2,SELL,47.75,493.59,531.42,514.49,12.47,0.0248,0.3559,1631100,2095604,0.78,489.35,514.78,489.35,514.78
IT,"Gartner, Inc.",157.2,2,SELL,36.35,160.73,208.98,278.73,9.21,0.0586,0.4899,2141600,2311971,0.93,146.47,165.02,146.47,165.02
GT,The Goodyear Tire & Rubber Company,8.25,2,SELL,35.22,9.29,9.17,9.14,0.37,0.0442,0.5203,6043400,8302819,0.73,7.97,8.73,7.97,8.73
JPM,JPMorgan Chase & Co.,300.3,2,SELL,43.32,308.73,313.03,297.37,8.17,0.0272,0.2607,18601400,10789852,1.72,290.79,310.41,290.79,310.41
KEY,KeyCorp,20.74,2,SELL,40.92,22.0,21.49,18.57,0.69,0.0331,0.3107,27545100,17300576,1.59,20.0,21.96,20.0,21.96
GPC,Genuine Parts Company,119.26,2,SELL,34.49,133.73,131.46,129.58,4.21,0.0353,0.2975,1468200,1653809,0.89,115.88,121.83,115.88,121.83
GOOG,Alphabet Inc.,311.43,2,SELL,44.6,318.05,320.53,250.14,8.84,0.0284,0.3068,33312100,25556042,1.3,302.74,319.79,302.74,319.79
KMI,"Kinder Morgan, Inc.",33.27,2,SELL,82.32,31.63,29.15,27.37,0.6,0.0182,0.2309,16321700,14035128,1.16,32.49,33.7,32.49,33.7
ENPH,"Enphase Energy, Inc.",42.27,2,SELL,47.17,45.6,39.33,37.29,3.21,0.0759,0.8294,6841600,9018876,0.76,38.66,48.36,38.66,48.36
AAPL,Apple Inc.,264.18,2,SELL,47.74,268.62,265.2,242.5,6.62,0.0251,0.3243,72239400,54690014,1.32,259.34,272.56,259.34,272.56
MS,Morgan Stanley,166.51,2,SELL,40.59,175.7,179.48,156.6,6.23,0.0374,0.3226,12385900,8213100,1.51,161.14,174.86,161.14,174.86
NTRS,Northern Trust Corporation,143.09,2,SELL,45.5,147.24,145.08,129.17,4.42,0.0309,0.3036,1845400,1199647,1.54,137.73,148.95,137.73,148.95
NFLX,"Netflix, Inc.",96.24,2,SELL,71.6,80.68,86.35,110.14,3.5,0.0364,0.363,200440200,53660671,3.74,81.92,103.66,90.98,103.25
EMN,Eastman Chemical Company,75.51,2,SELL,51.6,77.27,70.77,68.15,2.57,0.034,0.4196,1231100,1857557,0.66,73.0,78.56,73.0,78.56
MTD,Mettler-Toledo International Inc.,1366.69,2,SELL,42.7,1377.36,1410.46,1315.6,35.44,0.0259,0.3332,252900,152619,1.66,1335.15,1404.92,1335.15,1404.92
OKE,"ONEOK, Inc.",82.77,2,SELL,53.71,83.12,77.15,74.29,2.55,0.0308,0.3137,5880300,5293142,1.11,78.67,87.94,78.94,87.87
DVA,DaVita Inc.,156.3,2,SELL,73.76,143.21,123.87,130.43,5.19,0.0332,0.3693,1080900,1469238,0.74,148.9,160.81,148.9,160.81
NWSA,News Corporation,24.29,2,SELL,49.9,23.84,25.37,27.41,0.66,0.027,0.2635,4757300,4901985,0.97,23.27,24.88,23.31,24.88
NVDA,NVIDIA Corporation,177.19,2,SELL,40.35,185.98,185.62,174.95,6.42,0.0362,0.445,310523200,195027885,1.59,169.84,191.09,169.84,190.04
MTB,M&T Bank Corporation,216.98,2,SELL,42.63,228.7,217.57,195.83,5.81,0.0268,0.2647,1988700,1369761,1.45,209.64,228.92,209.64,228.59
ORCL,Oracle Corporation,145.4,2,SELL,38.3,152.07,174.04,219.83,8.23,0.0566,0.6171,36385200,30631457,1.19,138.23,152.92,138.23,152.92
MSI,"Motorola Solutions, Inc.",482.26,2,SELL,84.24,441.86,408.34,421.36,10.46,0.0217,0.2314,1461100,1240947,1.18,466.16,490.37,466.57,490.37
EL,The Estée Lauder Companies Inc.,109.47,2,SELL,48.46,109.61,110.34,92.25,4.59,0.0419,0.4885,5885200,4851128,1.21,105.43,115.35,105.43,115.35
MSFT,Microsoft Corporation,392.74,2,SELL,36.64,402.84,444.47,483.78,10.96,0.0279,0.2669,51276300,47028023,1.09,380.47,406.25,380.47,406.25
DUK,Duke Energy Corporation,130.85,2,SELL,74.74,124.74,119.98,118.85,2.15,0.0164,0.1642,4691400,4880709,0.96,127.56,132.85,127.62,132.85
NI,NiSource Inc.,47.3,2,SELL,72.01,45.32,43.46,41.54,0.84,0.0178,0.1978,4282000,4879123,0.88,46.2,47.87,46.2,47.87
MOS,The Mosaic Company,27.84,1,SELL,47.57,28.79,27.03,30.62,1.11,0.0399,0.3947,6436800,6393600,1.01,26.35,29.28,26.35,29.28
LDOS,"Leidos Holdings, Inc.",175.1,1,SELL,45.26,179.67,185.47,177.04,6.58,0.0376,0.2948,1549300,1211452,1.28,169.83,178.68,169.83,178.68
ANET,"Arista Networks, Inc.",133.5,1,SELL,48.35,136.17,133.74,127.1,6.45,0.0483,0.5323,9034000,9250071,0.98,127.33,136.73,127.33,136.73
V,Visa Inc.,320.14,1,SELL,47.39,321.75,333.23,341.85,7.48,0.0234,0.2417,12403000,8887438,1.4,308.64,326.08,308.92,326.08
VFC,V.F. Corporation,19.42,1,SELL,44.91,20.34,19.59,15.38,0.9,0.0462,0.7018,5878800,6989776,0.84,18.74,20.32,18.74,20.32
GOOGL,Alphabet Inc.,311.76,1,SELL,45.27,317.74,319.98,249.41,8.97,0.0288,0.3099,44568300,41894342,1.06,302.9,320.07,302.9,320.07
LEG,"Leggett & Platt, Incorporated",11.68,1,SELL,46.85,12.05,11.84,10.01,0.45,0.0384,0.5845,1841200,2049914,0.9,11.34,11.93,11.34,11.93
AMD,"Advanced Micro Devices, Inc.",200.21,1,SELL,42.01,210.73,218.67,186.58,10.91,0.0545,0.6423,31232400,42512338,0.73,190.67,213.23,190.67,213.23
J,Jacobs Solutions Inc.,137.86,1,SELL,49.83,138.86,137.4,140.27,5.21,0.0378,0.3073,1125700,1165728,0.97,132.73,141.51,132.73,141.51
NXPI,NXP Semiconductors N.V.,227.01,1,SELL,44.46,233.0,231.86,219.39,9.01,0.0397,0.4729,2951900,3267866,0.9,220.81,236.26,220.81,236.26
EA,Electronic Arts Inc.,200.57,1,SELL,46.11,200.62,202.66,181.43,1.29,0.0065,0.2526,2619200,3382380,0.77,199.61,201.76,199.61,201.76
AVGO,Broadcom Inc.,319.55,1,SELL,41.91,328.99,335.58,317.66,14.62,0.0458,0.5015,27934100,24771866,1.13,305.49,336.06,305.49,336.06
IVZ,Invesco Ltd.,26.26,1,SELL,47.14,26.47,27.09,21.93,1.04,0.0396,0.4078,5292600,6023528,0.88,25.03,27.38,25.03,27.38
HBAN,Huntington Bancshares Incorporated,16.8,1,SELL,40.15,17.9,17.81,16.64,0.56,0.0336,0.3195,39294100,42146738,0.93,16.16,17.79,16.16,17.79
IQV,IQVIA Holdings Inc.,178.81,1,SELL,42.4,181.66,212.81,193.29,8.89,0.0497,0.4284,5206400,3345985,1.56,165.9,185.48,165.9,185.48
IP,International Paper Company,43.55,1,SELL,46.19,45.24,42.41,44.21,1.76,0.0403,0.4105,6097200,8322414,0.73,41.87,45.19,41.87,45.19
INFO,Harbor PanAgora Dynamic Large Cap Core ETF,24.56,1,SELL,47.31,24.69,24.68,23.29,0.27,0.0111,0.1955,25400,46904,0.54,24.32,24.88,24.32,24.88
INCY,Incyte Corporation,101.27,1,SELL,48.47,101.88,102.29,87.37,3.36,0.0332,0.3515,2315000,1940690,1.19,98.0,103.85,98.0,103.85
XYL,Xylem Inc.,129.56,1,SELL,43.49,132.04,136.26,137.01,3.59,0.0277,0.2614,3362300,2183409,1.54,126.67,132.2,126.67,132.2
ORLY,"O'Reilly Automotive, Inc.",93.88,1,SELL,48.3,94.44,94.29,96.86,2.51,0.0268,0.2213,10004000,6803028,1.47,90.74,96.51,90.74,96.51
LEN,Lennar Corporation,114.36,1,SELL,48.01,115.82,112.75,117.85,4.11,0.036,0.3679,2408900,2505042,0.96,109.57,118.62,109.57,118.62
PAYX,"Paychex, Inc.",93.65,1,SELL,42.09,95.16,103.89,124.79,2.89,0.0309,0.2622,7012700,4640119,1.51,88.77,96.66,89.31,96.66
TSLA,"Tesla, Inc.",402.51,1,SELL,41.24,413.85,436.14,390.66,14.22,0.0353,0.6067,56760900,61317647,0.93,390.92,417.22,390.92,417.22
ROL,"Rollins, Inc.",60.89,1,SELL,48.52,61.72,61.32,58.1,1.49,0.0244,0.2402,3555100,3998504,0.89,59.24,62.02,59.24,62.02
BKNG,Booking Holdings Inc.,4239.35,1,SELL,41.6,4324.66,4909.81,5246.95,180.87,0.0427,0.3166,920400,619457,1.49,3905.83,4432.48,3968.04,4432.48
RL,Ralph Lauren Corporation,362.6,1,SELL,48.25,363.22,362.72,319.11,12.48,0.0344,0.389,807400,747461,1.08,352.14,378.91,352.14,378.91
TDG,TransDigm Group Incorporated,1302.79,1,SELL,44.03,1314.41,1346.76,1344.48,34.36,0.0264,0.28,545800,435404,1.25,1265.78,1337.25,1265.78,1337.25
RMD,ResMed Inc.,256.26,1,SELL,49.84,258.33,253.3,259.37,6.87,0.0268,0.261,1069100,1297552,0.82,250.33,262.05,250.33,262.05
LOW,"Lowe's Companies, Inc.",264.57,1,SELL,41.89,276.42,265.06,243.52,7.24,0.0274,0.2542,3252500,2962119,1.1,255.79,277.67,255.79,277.67
FITB,Fifth Third Bancorp,49.47,1,SELL,41.27,52.71,50.39,44.01,1.63,0.033,0.2969,16710000,16807790,0.99,47.48,52.68,47.48,52.68
MDT,Medtronic plc,97.66,1,SELL,44.75,99.85,98.9,93.05,2.11,0.0216,0.2052,8290000,9296452,0.89,96.05,99.13,96.05,99.13
TFC,Truist Financial Corporation,49.31,1,SELL,41.41,52.34,50.76,44.96,1.42,0.0289,0.2879,11532600,9670614,1.19,47.92,51.66,47.92,51.66
BBWI,"Bath & Body Works, Inc.",22.76,1,SELL,50.58,22.9,21.81,25.24,1.02,0.0446,0.5865,5314900,5077685,1.05,21.99,23.78,21.99,23.78
BLK,"BlackRock, Inc.",1063.23,1,SELL,43.89,1080.65,1092.12,1078.25,36.49,0.0343,0.2819,1191600,822004,1.45,1033.05,1100.82,1033.05,1100.82
MA,Mastercard Incorporated,517.21,1,SELL,44.07,529.5,546.02,560.74,13.2,0.0255,0.2424,5121100,4227295,1.21,497.23,529.95,497.4,529.95
NKE,"NIKE, Inc.",62.18,1,SELL,44.91,63.29,63.42,66.98,2.1,0.0338,0.4156,18006000,14936509,1.21,60.78,64.32,60.78,64.32
EXPD,"Expeditors International of Washington, Inc.",145.03,1,SELL,41.88,153.91,155.37,130.43,5.67,0.0391,0.3319,2158200,2063080,1.05,135.19,155.09,136.52,155.09
ESS,"Essex Property Trust, Inc.",255.11,1,SELL,49.43,255.21,255.12,261.77,5.53,0.0217,0.2481,900800,588523,1.53,251.0,261.58,251.0,261.58
NTAP,"NetApp, Inc.",99.03,1,SELL,44.57,100.78,103.48,108.27,3.44,0.0348,0.3847,5113700,2628485,1.95,95.61,102.84,95.61,102.84
SCHW,The Charles Schwab Corporation,95.2,1,SELL,44.13,98.07,99.89,94.33,2.84,0.0299,0.2602,13145600,13906423,0.95,91.78,98.11,91.78,98.11
DIS,The Walt Disney Company,106.04,0,SELL,46.87,106.32,110.13,112.66,2.85,0.0268,0.3185,13941400,14027580,0.99,103.59,107.86,103.59,107.86
EXPE,"Expedia Group, Inc.",215.69,0,SELL,42.57,223.18,260.17,219.86,12.74,0.0591,0.4962,3820900,3953252,0.97,194.57,227.59,196.58,227.59
CBRE,"CBRE Group, Inc.",147.66,0,SELL,41.87,154.94,161.43,152.74,6.51,0.0441,0.3313,3371200,3187314,1.06,143.69,151.26,143.69,151.26
BSX,Boston Scientific Corporation,76.85,0,SELL,40.1,77.78,87.82,98.27,2.3,0.0299,0.3046,21487600,20709628,1.04,74.57,78.0,74.57,78.0
HPQ,HP Inc.,18.99,0,SELL,45.72,19.02,20.53,24.46,0.81,0.0428,0.3926,23564200,22785966,1.03,17.97,19.61,17.97,19.61
DOX,Amdocs Limited,69.8,0,SELL,40.6,71.41,77.62,82.81,2.45,0.0351,0.2507,1938400,1880152,1.03,67.02,71.29,67.02,71.29
OGN,Organon & Co.,7.29,0,SELL,41.28,7.77,7.92,8.78,0.41,0.0569,0.6234,3740200,4983623,0.75,6.83,7.99,6.83,7.99
DXC,DXC Technology Company,12.59,0,SELL,40.82,13.53,14.36,14.24,0.76,0.06,0.4589,2779200,3209585,0.87,11.71,13.37,11.71,13.37
WYNN,"Wynn Resorts, Limited",108.19,0,SELL,42.44,112.07,116.07,113.18,4.49,0.0415,0.4035,1687900,1834852,0.92,104.23,113.15,104.23,113.15
PNR,Pentair plc,99.19,0,SELL,44.04,100.11,102.92,104.29,2.76,0.0278,0.3032,1931500,2195185,0.88,96.96,102.81,96.96,102.81
RHI,Robert Half Inc.,24.42,0,SELL,42.79,27.14,27.19,32.29,1.63,0.0668,0.4964,4823000,4514785,1.07,22.68,25.79,22.68,25.79
JKHY,"Jack Henry & Associates, Inc.",162.46,0,SELL,42.53,165.01,177.38,169.74,4.98,0.0307,0.255,1118300,1290842,0.87,157.14,165.4,157.14,165.4
CPB,The Campbell's Company,26.95,0,SELL,44.45,27.9,27.41,30.16,0.8,0.0296,0.2857,6469100,6691971,0.97,26.14,27.73,26.14,27.73
FTNT,"Fortinet, Inc.",79.03,0,SELL,46.96,81.21,80.14,87.7,3.13,0.0396,0.4273,7548200,7910604,0.95,75.65,81.08,75.65,81.08
GIS,"General Mills, Inc.",45.23,0,SELL,46.18,46.55,45.71,47.96,1.3,0.0287,0.2426,7836200,8113785,0.97,44.1,46.18,44.1,46.18
QCOM,QUALCOMM Incorporated,142.36,0,SELL,40.87,143.11,158.09,159.75,4.29,0.0301,0.3934,12434300,11757019,1.06,139.02,146.32,139.02,146.32
KMX,"CarMax, Inc.",43.17,0,SELL,47.36,44.27,43.6,51.54,2.12,0.0491,0.5321,2943200,3376719,0.87,41.69,44.4,41.69,44.4
UNM,Unum Group,71.73,0,SELL,41.15,73.37,76.16,76.03,2.05,0.0285,0.3043,2051300,1788461,1.15,69.97,74.02,69.97,74.02
NVR,"NVR, Inc.",7517.79,0,SELL,46.77,7706.52,7574.21,7610.99,217.03,0.0289,0.277,24000,26638,0.9,7285.49,7706.63,7285.49,7706.63
FMC,FMC Corporation,14.74,0,SELL,48.77,14.98,14.8,27.76,0.91,0.062,0.6744,3164100,5175161,0.61,13.72,15.44,13.72,15.44
URI,"United Rentals, Inc.",840.0,0,SELL,43.53,858.69,866.45,849.43,32.45,0.0386,0.3935,908700,832214,1.09,802.58,893.61,802.58,893.61
NWS,News Corporation,26.78,0,SELL,43.33,27.05,28.95,31.28,0.73,0.0273,0.2663,1825900,1765376,1.03,25.88,27.41,25.88,27.41
AMZN,"Amazon.com, Inc.",210.0,0,SELL,42.65,213.42,226.59,224.35,6.41,0.0305,0.3524,57230900,64614019,0.89,204.88,213.36,204.88,213.36
AMP,"Ameriprise Financial, Inc.",470.12,0,SELL,42.85,496.06,497.6,495.51,16.59,0.0353,0.3065,750500,842400,0.89,449.85,489.13,449.85,489.13
ALLE,Allegion plc,161.15,0,SELL,42.96,168.24,164.79,161.75,4.44,0.0275,0.2677,784100,981985,0.8,155.18,165.48,155.18,165.48
CMG,"Chipotle Mexican Grill, Inc.",37.22,0,SELL,46.05,37.98,38.44,42.11,1.3,0.0348,0.3946,20753900,19414414,1.07,36.13,38.32,36.13,38.32
TSCO,Tractor Supply Company,51.84,0,SELL,45.91,53.14,52.23,54.31,1.61,0.031,0.287,8176200,7273923,1.12,49.96,54.12,49.96,54.12
CPRT,"Copart, Inc.",38.09,0,SELL,48.96,38.25,39.17,44.71,1.22,0.032,0.2647,10373800,10847785,0.96,35.84,39.23,36.26,39.23
